Name;Rating;Positive;Negative;Comment
Смарт-часы Xiaomi Amazfit Bip U Pro розовый;5;Часы очень хорошие, скачала специальное приложение на телефон и пользуюсь часами от души. Очень много функций. Очень довольна качеством товара и работой сотрудников! Всем рекомендую.;;Спасибо большое магазину! Очень быстро доставили! 
Смарт-часы Xiaomi Amazfit Bip U Pro розовый;5;Все устраивает.;;
Смарт-часы Xiaomi Amazfit Bip U Pro розовый;1;;;Советую не покупать.
Смарт-часы Xiaomi Amazfit GTS 2 mini черный;5;Дизайн, много доп функции. Спасибо xiaomi, спасибо Каспи!;;
Смарт-часы Xiaomi Amazfit GTS 2 mini черный;5;Очень классные! Лёгкие и красивые! А ещё доставили раньше времени, чему очень была рада!;;
Смарт-часы Xiaomi Amazfit GTS 2 mini черный;5;Отличный экран, батарею хорошо держит. В общем, советую.;;
Смарт-часы Xiaomi Amazfit GTS 2 mini черный;5;Хорошие часы. ;;
Смарт-часы Xiaomi Amazfit GTS 2 mini черный;5;Замечательные часы, стильные, красивые. ;;Но экрану обязательно нужна защитная пленка. Магазин отличный, рекомендую. Спасибо!
Смарт-часы Xiaomi Amazfit GTS 2 mini черный;5;Очень хорошее оформление и дизайн. ;;
Смарт-часы Xiaomi Amazfit GTS 2 mini черный;5;Все понравилось. ;;
Смарт-часы Xiaomi Amazfit GTS 2 mini черный;5;;;Все понравилось: часы и доставка.
Смарт-часы Xiaomi Amazfit GTS 2 mini черный;5;Супер часы. Заряд держат долго, экран классный. Миниатюрный!;;
Смарт-часы Xiaomi Amazfit GTS 2 mini черный;5;Товар идеальный.;;Хороший курьер!
Смарт-часы Xiaomi Amazfit GTS 2 mini черный;5;;;Спасибо большое, все очень понравилось, все качественно.
Смарт-часы Xiaomi Amazfit GTS 2 mini черный;5;Дисплей, батарея.;;
Смарт-часы Xiaomi Amazfit GTS 2 mini черный;5;Товар супер. Очень понравился.;;
Смарт-часы Xiaomi Amazfit GTS 2 mini черный;5;Нормальные. Стильные часики.;Подходят больше женской половине.;
Смарт-часы Xiaomi Amazfit GTS 2 mini черный;5;Часы пришли, все понравилось. ;;
Смарт-часы Xiaomi Amazfit GTS 2 mini черный;5;;;Все хорошо.
Смарт-часы Xiaomi Amazfit GTS 2 mini черный;5;Отличные часы, очень удобные для отслеживания своего здоровья.;;Товар отличного качества. Очень удобные и практичные.
Смарт-часы Xiaomi Amazfit GTS 2 mini черный;5;Все хорошо работает.;;Мне очень нравится.
Смарт-часы Xiaomi Amazfit GTS 2 mini черный;5;;;Брали внуку на день рождения 9 лет. Доволен. Не снимает теперь. Заказ пришёл на 2 дня раньше.
Смарт-часы Xiaomi Amazfit GTS 2 mini черный;5;Качество отличное.;;
Смарт-часы Xiaomi Amazfit GTS 2 mini черный;5;Зарядтаусы 2 күнге жарайды. Сапасы бағасына сай.;;Ұлымға ұнады. 
Смарт-часы Xiaomi Amazfit GTS 2 mini черный;5;Часы мне понравились. Симпотные часики. ;Доставку так и не дождалась. Так и сама забрала. ;
Смарт-часы Xiaomi Amazfit GTS 2 mini черный;5;Отличные фитнес часы за свои деньги.;;
Смарт-часы Xiaomi Amazfit GTS 2 mini черный;5;Часы очень понравились, все работает.;;
Смарт-часы Xiaomi Amazfit GTS 2 mini черный;5;Часы отличные, стоят своих денег.;;Подвела доставка, задержали на три дня. И это не в первый раз при заказе в Каспи.
Смарт-часы Xiaomi Amazfit GTS 2 mini черный;5;Часы очень хорошие. Заряд держат неплохо. Советую к покупке.;;Доставка быстрая, все как всегда хорошо)
Смарт-часы Xiaomi Amazfit GTS 2 mini черный;5;Часы пришли. Все хорошо работает.;;
Смарт-часы Xiaomi Amazfit GTS 2 mini черный;5;Күшті, әдемі көрінеді. Маған ұнады.;Микрофоны жоқ екен!;
Смарт-часы Xiaomi Amazfit Bip U Pro черный;5;Все хорошо.;Зарядку держит меньше чем предыдущая модель.;
Смарт-часы Xiaomi Amazfit Bip U Pro черный;5;Покупкой доволен. ;;
Смарт-часы Xiaomi Amazfit Bip U Pro черный;5;Все отлично.;;
Смарт-часы Xiaomi Amazfit Bip U Pro черный;5;Наличие gps, автономность. Часы для бега начального уровня. ;;
Смарт-часы Xiaomi Amazfit Bip U Pro черный;5;Красивый экран, много функций. Вроде считывает показатели все хорошо. Мои первые такие часы, так что не с чем сравнивать.;Долго и не сразу понятно как подключать к телефону, но это делается один раз всего.;
Смарт-часы Xiaomi Amazfit Bip U Pro черный;5;Өте тамаша, ұнап жатыр.;;
Смарт-часы Xiaomi Amazfit Bip U Pro черный;5;Часы супер.;;
Смарт-часы Xiaomi Amazfit Bip U Pro черный;5;Часы хорошие. ;Но очень легкие.;
Смарт-часы Xiaomi Amazfit Bip U Pro черный;5;Очень довольна покупкой!;;
Смарт-часы Xiaomi Amazfit Bip U Pro черный;5;;;Мне очень понравилось.
Смарт-часы Xiaomi Amazfit Bip U Pro черный;5;Всё отлично.;;Довольная.
Смарт-часы Xiaomi Amazfit Bip U Pro черный;5;Очень функциональная штуковина, экран очень яркий и качественный, при полном заряде хватает примерно дней на 6-7.;;
Смарт-часы Xiaomi Amazfit Bip U Pro черный;5;Отличные часы! Стоят своих денег. ;;Спасибо Каспи и магазину TS Kitchen.
Смарт-часы Xiaomi Amazfit Bip U Pro черный;5;Классные часы, много функций, работают чётко, не ошибаются, удобные, лёгкие.;;Всем советую! Не пожалела, что купила.
Смарт-часы Xiaomi Amazfit Bip U Pro черный;5;Круто, качество идеальное!;;Пришли быстро.
Смарт-часы Xiaomi Amazfit Bip U Pro черный;5;Часы понравились, удобные, красивые, в использовании понятны.;;Доставка с опозданием.
Смарт-часы Xiaomi Amazfit Bip U Pro черный;4;Мне понравилось.;;
Смарт-часы Xiaomi Amazfit Bip U Pro черный;5;Очень удобные, очень понравились. Спасибо.;;
Смарт-часы Xiaomi Amazfit Bip U Pro черный;5;Часы суперские. Доставка быстрая.;;
Смарт-часы Xiaomi Amazfit Bip U Pro черный;5;Покупкой довольна, пока всё работает. Надеюсь, разочарования не будет.;;Доставка была быстрой.
Смарт-часы Xiaomi Amazfit Bip U черный;5;Очень удобные, и полезная информация для здоровья. ;;
Смарт-часы Xiaomi Amazfit Bip U черный;3;Неплохие часы за свои деньги. Но у меня после ношения появилось раздражение на коже. Браслет придётся менять. Но функционал неплох за эти деньги. Заряда хватает дня на три. Лучше бы взял амазфит гтс. Ну или яблочные.;;
Смарт-часы Xiaomi Amazfit Bip U черный;5;Хорошие часы и недорогие.;;
Смарт-часы Xiaomi Amazfit Bip U черный;5;Өте керемет.;;
Смарт-часы Xiaomi Amazfit Bip U черный;5;Сестрёнке понравилось.;;
Смарт-часы Xiaomi Amazfit Bip U черный;4;Отличные часы.;Долгая доставка, ещё и не в срок.;
Смарт-часы Xiaomi Amazfit Bip U черный;4;Фитнес браслет ми бенд 5, но с увеличенным экраном) За счет большого дисплея можно выбрать вотч фейс с максимальным количеством информации и это самая сильная сторона эти часов за эти деньги!;Стекло не столь устойчивое, так как мыл посуду и поцарапал тарелкой дисплей в первые же три дня. Ремешок хлипкий, неприятный на ощупь, но на руке сидит хорошо. Всего одна кнопка, пробуждения экрана по тапу нет, только кнопкой!;Вес часов удобный, но это не смарт-часы, а продвинутый фитнес-трекер с удобным и ярким дисплеем.
Смарт-часы Xiaomi Amazfit Bip U черный;5;;;Good.
Смарт-часы Xiaomi Amazfit Bip U черный;5;Полностью соответствует описанию, вполне хорошего качества.;На родном проигрывателе Xiaomi note 7 не работает музыка, пришлось скачать Аимп, не критично.;
Смарт-часы Xiaomi Amazfit Bip U черный;5;Много функций, классный дисплей, хорошая цена.;Мало циферблатов на них.;Подарил жене, ей нравятся. Покупкой доволен.
Смарт-часы Xiaomi Amazfit Bip U черный;5;Классные часы.) Мне все понравилось. ;;Доставка вовремя, можно даже сказать лучше, рано утром принесли.
Смарт-часы Xiaomi Amazfit Bip U черный;4;В целом, очень хороший товар за свои деньги, приятный внешний вид, качественные материалы.;Приложение Zepp, которое привязывает телефон к часам, если в режиме ожидания нет синхронизации с часами, обновления ужасно долгие.;
Смарт-часы Xiaomi Amazfit Bip U черный;5;Мужу подарила на день рождения, он доволен, все так как я смотрела по характеристике, смотрится очень даже стильно. Не грубый, я думала будет грубоватым, но нет.;;Теперь хочу и себе такие часы.
Смарт-часы Xiaomi Amazfit Bip U черный;3;Так часики не плохие.;Не могу давление изменить.;
Смарт-часы Xiaomi Amazfit Bip U черный;5;Часы очень хорошие. Качество бомба. Советую брать всем.;;
Смарт-часы Xiaomi Amazfit Bip U черный;5;Заказ пришёл, всё отлично, часы понравились. Доставили в лучшем виде.;;
Смарт-часы Xiaomi Amazfit Bip U черный;4;Өте ыңғайлы.;;Mi band 3 сағатынан аумайды, тура сол деп айтсамда болады.
Смарт-часы Xiaomi Amazfit Bip U черный;5;Понравились очень! Зарядку держат хорошо!;;
Смарт-часы Xiaomi Amazfit Bip U черный;5;Хорошие часики, мужу понравились. ;Не сразу поняли почему не отображается имя человека, который звонит. Оказывается, нужно номера телефона перенести с симки на телефон ;
Смарт-часы Xiaomi Amazfit Bip U черный;5;Купила сыну, очень нравятся. Я ничего в этом не понимаю. Но он получил то, что хотел. Все соответствует характеристикам.;;При среднем использовании зарядки хватает на 4-5 дней.
Смарт-часы Xiaomi Amazfit Bip U черный;5;Батарея, простота использования.;Блитуз соединение постоянно пропадает.;
Смарт-часы Xiaomi Amazfit Bip U черный;5;Качество отличное.;;
Смарт-часы Xiaomi Amazfit Bip U черный;5;Все шикарно.;;
Смарт-часы Xiaomi Amazfit Bip U черный;4;Функционал просто шикарный. Очень "гибкая" система в часах. Можно настроить каждую функцию, это очень круто, и отличает часы от браслета.;Стекло очень хрупкое к царапинам.;
Смарт-часы Xiaomi Amazfit Bip U черный;5;Жақсы. Күшті.;;
Смарт-часы Xiaomi Amazfit Bip U черный;5;Часы на вид классные.;;Подарок сыну, думаю будет очень доволен. Обслуживание на 5 звезд. Молодцы. Спасибо Владиславу за доставку.
Смарт-часы Xiaomi Amazfit Bip U черный;5;;;Қызыма сыйлық жасадым, қатты ұнады.
Смарт-часы Xiaomi Amazfit Bip U черный;3;;Лучше взять подороже.;
Смарт-часы Xiaomi Amazfit Bip U черный;5;Супер часы, долго держат заряд, легкие.;;
Смарт-часы Xiaomi Amazfit Bip U черный;5;Очень лёгкие, удобные. ;;
Смарт-часы Xiaomi Amazfit Bip U черный;5;;;Часы классные! Все понравилось!
Смарт-часы Xiaomi Amazfit Bip U черный;5;Часы отличные, спасибо большое, Каспи, не пожалели о покупке.;;
Смарт-часы Xiaomi Amazfit Bip U черный;5;Мужу понравилось. Все идеально.;;
Смарт-часы Xiaomi Amazfit Bip U черный;4;В целом пока никаких замечаний нет, хорошие часы, особенно если нужно отслеживать режим дня и физического состояния. Дизайн тоже нравится. Только жалко, что сторонние приложения не загружаются, в частности Ватсап, Телеграм и т.п.;В характеристиках указывалось 20 АТМ влагозащиты, а оказалось 5 АТМ. Впоследствии  выяснилось, что это некритично для плавания в бассейне.;
Смарт-часы Xiaomi Amazfit Bip U черный;4;Хороший.;;
Смарт-часы Xiaomi Amazfit Bip U черный;3;;;Все работает, зарядки хватает на 3-4 дня. В целом, неплохо.
Смарт-часы Xiaomi Amazfit Bip U черный;5;Супер аксессуары. ;;
Смарт-часы Xiaomi Amazfit Bip U черный;5;Хорошие часы.;;
Смарт-часы Xiaomi Amazfit Bip U черный;4;;Расхождение данных о количестве пройденных шагах.;Сравнила с Ми Банд, они более точные.
Смарт-часы Xiaomi Amazfit Bip U черный;4;;;Не идеально, но нам подходит, нормально вроде.
Смарт-часы Xiaomi Amazfit Bip U черный;5;Все функции работают на отлично. Качество отличное.;;Доставка быстрая.
Смарт-часы Xiaomi Amazfit Bip U черный;5;Күшті сағат, әдемі. Ұнады маған.;;
Смарт-часы Xiaomi Amazfit Bip U черный;5;Купила сыну. Очень понравились.;;
Смарт-часы Xiaomi Amazfit Bip U черный;5;;;Покупал девушке в подарок, ей нравится.
Смарт-часы Xiaomi Amazfit Bip U черный;5;Хорошие часы.;Батарея.;
Смарт-часы Xiaomi Amazfit Bip U черный;5;Купила в подарок, именинник доволен, вроде);;
Смарт-часы Xiaomi Amazfit Bip U черный;5;Качество отличное, очень красивые часы.;;Рекомендую.
Смарт-часы Xiaomi Amazfit Bip U черный;5;;;Покупала мужу. Ему понравились. Доволен подарком.
Смарт-часы Xiaomi Amazfit Bip U черный;5;Классные часы, долго держат заряд (я активный пользователь телефона, постоянно тыкаю в часы и даже несмотря на это они держатся больше недели), отслеживают состояние (стресс, пульс, сон). Яркие, шрифт не маленький, что позволяет не напрягать зрение, вчитываясь.;Мало циферблатов, хотелось бы больше разной тематики.;
Смарт-часы Xiaomi Amazfit Bip U черный;4;Часы нормальные. Зарядку держат 7 дней. Могут держать и больше, если их положить на полку.;;
Смарт-часы Xiaomi Amazfit Bip U черный;5;;;Хорошие часы, сыну понравились!
Смарт-часы Xiaomi Amazfit Bip U черный;5;Хорошие часы.;;
Смарт-часы Xiaomi Amazfit Bip U черный;4;В целом товар неплохой, цена/качество! ;Звонки принимает чуть позже. ;
Смарт-часы Xiaomi Amazfit Bip U черный;5;Отличные дизайн и функциональность.;Для мужской руки оказались маловаты, отдал жене!;
Смарт-часы Xiaomi Amazfit Bip U черный;5;;;Керемет.
Смарт-часы Xiaomi Amazfit Bip U черный;4;Очень крутые часы. Мне понравились.;;
Смарт-часы Xiaomi Amazfit Bip U черный;1;;Подумываю вернуть. ;
Смарт-часы Xiaomi Amazfit Bip U черный;5;Всё работает хорошо.;;Всё супер, товар пришёл вовремя.
Смарт-часы Xiaomi Amazfit Bip U черный;5;Қолда әдемі көрінеді. ;;Сыйлыққа болады.
Смарт-часы Xiaomi Amazfit Bip U черный;5;Сағат өте керемет, жақсы.;;
Смарт-часы Xiaomi Amazfit Bip U черный;5;Неплохие часики. На данный момент лучшее, что можно взять из бипов. Экран обычный тфт - для меня лично плюс, цвета сочные, все нравится. Разряд со 100 до 25 - 8 дней, с включенным отслеживанием сна. Шелуха типа pai выключена.;Маловатая дальность блютуза. Стоит отойти в соседнюю комнату - может потерять связь. Так же нет уведомления о той самой потери связи. Пока мало циферблатов в приложении. Нормальных - всего несколько. Уведомления приходят коряво. Сначала загорается экран и выводится превью из двух строк. Открыть полностью нельзя. Нужно свайпать вверх, выбрать уведомление это и только потом можно прочитать. Так же уведомления задваиваются. Лечится это установкой взломанного приложения zepp, но почему мододелы могут такие косяки чинить, а производитель не может - загадка.;В целом приятные часы - после допиливания напильником, как и любая вещь где замешана сяоми.
Смарт-часы Xiaomi Amazfit Bip U черный;5;Удобные. Много полезных функции.;Отсутствие NFC.;
Смарт-часы Xiaomi Amazfit Bip U черный;5;Хорошие часы, быстрая доставка. ;;Не думайте, сразу заказывайте, не пожалеете. 
Смарт-часы Xiaomi Amazfit Bip U черный;5;Товар пришел в срок. Очень понравились);;
Смарт-часы Xiaomi Amazfit Bip U черный;5;;;Часами полностью доволен.
Смарт-часы Xiaomi Amazfit Bip U черный;5;Отличные часы, соответствуют всей указанной характеристике.;;Рекомендую.
Смарт-часы Xiaomi Amazfit Bip U черный;1;;Маленькие.;
Смарт-часы Xiaomi Amazfit Bip U черный;5;Часы стоят своих денег, зарядкой доволен, покупайте смело.;;
Смарт-часы Xiaomi Amazfit Bip U черный;2;;;Часы хорошие. Доставка долгая.
Смарт-часы Xiaomi Amazfit Bip U черный;5;Отличные часы, брала мужу. Ему все очень понравилось, все функции работают, как и заявлено, дизайн классный.;;
Смарт-часы Xiaomi Amazfit Bip U черный;5;Хорошие в управлении, легкие, удобные. Батарейку держат хорошо.;Шагомер немного преувеличивает.;
Смарт-часы Xiaomi Amazfit Bip U черный;3;Хороший функционал для бега. Хорошие часы за свою цену.;Фитнес часы не имеют GPS модуля.;
Смарт-часы Xiaomi Amazfit Bip U черный;5;Очень удобные и красивые часы, мне понравились.;Зарядку плохо держат.;
Смарт-часы Xiaomi Amazfit Bip U черный;1;;На фото выглядит очень красивым, а в жизни ужасный дизайн. Пожалел, что купил за 30 тысяч, лучше купить обычный фитнес браслет за 9 000 тг.;
Смарт-часы Xiaomi Amazfit Bip U черный;4;Сағат жақсы.;;Жігіттерге үлкен рахмет, сол күні жеткізіп бәрін түсіндіріп берді. 
Смарт-часы Xiaomi Amazfit Bip U черный;5;Качество и вид часов просто порадовали. Смотрятся замечательно. Все соответствует. Доставка быстрая, курьер лапочка. Все подсказал, рассказал, подключил.;;
Смарт-часы Samsung Galaxy Watch 42mm SM-R810 Midnight Black;5;Хорошие часы! Красивые, умные. Насчет заряда аккумулятора, есть разные режимы экономии энергии, на любой случай жизни. Уезжаешь далеко на природу, включил  только часы и больше двух недель  будет  держать, либо экономия энергии. А в городе  - пару  дней держит, но на то они и умные, должны  разряжаться. Доволен.;;
Смарт-часы Samsung Galaxy Watch 42mm SM-R810 Midnight Black;3;Все ок в плане заявленных характеристик, куча функции и возможностей, хороший дизайн. ;Не понравилась автономность, заряда батареи хватает максимум на два дня, при условии отключения многих функций. Также постоянно отключались-подключались к телефону, при этом постоянно была вибрация на часах и уведомление на телефоне, что дико напрягало. Телефон Xiaomi MI 8. В итоге вернул. Буду пробовать что-нибудь другое.;Сервис магазина приятно удивил, приехал курьер, забрал часы обратно, молодцы!
Смарт-часы Samsung Galaxy Watch 42mm SM-R810 Midnight Black;4;Часы отличные, все работает. Лучшие в своем классе.;Единственное - время работы не соответствует заявленным характеристикам. Но это не критично, 2 дня держит стабильно.;
Смарт-часы Samsung Galaxy Watch 42mm SM-R810 Midnight Black;4;Часы удобные, красивые, с айфоном, как ни странно работают нормально. Выбор циферблатов радует. Базель - вещь!;Батарея слабая, с 6 утра со 100% заряд падает до 15% к 18:00, в общем даже на 1 день не хватает, может брак у меня не знаю. Ремешок засоряется с первых секунд распаковки, он как магнит, всю пыль тянет к себе. Циферблат смещается при смене яркости (при переходе с активного режима в режим ожидания) слегка раздражает этот момент.;Доставка в срок, тут все круто.
Смарт-часы Samsung Galaxy Watch 42mm SM-R810 Midnight Black;4;Дизайн.;Ремешок сильно марается. Батарейка быстро садится при использовании всех уведомлений и приложений, это даже часы в спящем режиме.;Завтра отключу bluetooth и буду пробовать использовать только как часы в активном режиме.
Смарт-часы Samsung Galaxy Watch 42mm SM-R810 Midnight Black;5;Часы конечно очень классные. Очень большой функционал. Прием звонков, ответы на смс, голосовые правда не прослушать. Но это не беда. С приложением от Самсунга по контролю здоровья вообще круто. Планы тренировок, вес, расчет калорий, множество подсказок, пульс и очень много всяких фишек. Экран, безель( кольцо прокрутки) куча циферблатов, часы в режиме ожидания притухают, но время показывают всегда. При поднятии руки светить начинают ярче. В общем всего не описать. Доставили в день заказа. В условиях карантина это прям супер! Каспи, спасибо! Вы самые лучшие!;Слабовата батарея. Утром полный заряд. При подключенным к ним телефоне вечером 20% остаётся. И ещё одна проблема. У меня телефон Редми 6. Так вот, периодически отсоединяются от телефона. Может потому что телефон не Самсунг. Отчёты об ошибках я конечно отправляю, дальше видно будет. И ещё заметила. При заряде 30% и ниже они отсоединяют телефон от себя. Не знаю. Может так задумано, но режимы экономии вроде не стоят.;Классная штука очень. 42 мм на женскую руку хорошо смотрятся. На мужской тоже будет хорошо. 46мм было бы как блюдце на женской руке. И почему-то на них нет ремешков нигде. Что удивляет. Но заказываю с АлиЭкспресс. Не проблема. Ждать правда приходится. Супер гаджет. Берите. Единственный минус - это батарея
Смарт-часы Samsung Galaxy Watch 42mm SM-R810 Midnight Black;3;Все хорошо. Сервис. Качество. Но не пойму, почему такая вибрация слабая на часах. Хочу разобраться.;Вибрация слабая.;
Смарт-часы Samsung Galaxy Watch 42mm SM-R810 Midnight Black;5;Часы отличные. Долго думал что взять, Active, Active 2 или Watch. Смело выбирайте Watch!;;
Смарт-часы Samsung Galaxy Watch 42mm SM-R810 Midnight Black;5;Клёвые часы!  Очень удобные! Я довольна покупкой!;;
Смарт-часы Samsung Galaxy Watch 42mm SM-R810 Midnight Black;4;Купил часы, понравились) Через пару дней  даже не замечаешь эти часы);Батарея слабая) Хватает на полтора суток! Зарядник надо возить собой;
Смарт-часы Samsung Galaxy Watch 42mm SM-R810 Midnight Black;5;;Пока все нормально, но заряд держат всего два дня, просто как часы. Не представляю, что будет, когда буду пользоваться полноценно(;
Смарт-часы Samsung Galaxy Watch 42mm SM-R810 Midnight Black;5;Товар получил. Очень рад, давно хотел смарт-часы. Спасибо Каспи за возможность исполнения, пусть хоть и небольших, но желаний);Родной ремешок очень удобен и мягок, но пыль собирает хорошо. Благо есть возможность смены ремешка.;Первый день носки) Будем посмотреть)
Смарт-часы Samsung Galaxy Watch 42mm SM-R810 Midnight Black;2;Защита от воды и ремешок хороший.;Зарядку мало держат.;
Смарт-часы Samsung Galaxy Watch 42mm SM-R810 Midnight Black;5;Часы очень удобные, стильные, удобно разговаривать и отвечать на сообщения, прослушивать музыку.;Минус в том, что через Galaxy Watch не можешь ответить на голосовые сообщения, просматривать фото, аудио и видео сообщения.;Часы классные). Давно хотел купить себе часы, но не знал какие. Samsung Galaxy Watch оправдали мои ожидания. Всем советую.
Смарт-часы Samsung Galaxy Watch 42mm SM-R810 Midnight Black;5;Удобные часы, особенно за рулем, много полезных функций, стильные, да и вообще!;;
Смарт-часы Samsung Galaxy Watch 42mm SM-R810 Midnight Black;4;Красивые. Яркий экран. Samsung Pay работает.  Удобное приложение Strava (устанавливается отдельно, но его наличие лично для меня большое преимущество).;Батареи хватает максимум на два дня. Может я не разобрался, но не получилось ответить на сообщение в Вотсапе голосовым сообщением. Не очень большой выбор циферблатов.;
Смарт-часы Samsung Galaxy Watch 42mm SM-R810 Midnight Black;5;Часы отличные. Муж в восторге.;;При выборе товара на Каспи, прилагается достаточно товара о нем. Посмотрела характеристики, отзывы, видеообзор и сразу же заказала. Заказ добрили сразу, продавец быстро отреагировал и подтвердил заказ и на следующий день мне сделали доставку.
Смарт-часы Samsung Galaxy Watch 42mm SM-R810 Midnight Black;5;Хорошие часы, использую в паре с айфоном. Крутящийся безель удобен, информативность циферблата хорошая. Для настройки уведомлений what's app необходимо включить уведомления в центре уведомлений. Аналогично для остальных приложений. Не зная этого, хотел вернуть часы). Батарейки хватает на 1,5 дня; Периодически (редко) отключается от телефона, нужно сопрягать снова.;Исходя из цены и качества, я бы рекомендовал данные часы друзьям и знакомым.
Смарт-часы Samsung Galaxy Watch 42mm SM-R810 Midnight Black;5;Часы отличные. Брала на подарок мужу. Сама ношу  такие же, только другую модель. Бренд, как всегда, на высоте.;;Советую всем, кто ведет активный образ жизни
Смарт-часы Samsung Galaxy Watch 42mm SM-R810 Midnight Black;5;Покупала часы папе в подарок! Ему очень нравится, так как часто за рулем, ему удобно, также режим спорта для него - самое то, когда занимается в спортзале!;;
Смарт-часы Samsung Galaxy Watch 42mm SM-R810 Midnight Black;5;Часы отличные. ;;
Смарт-часы Samsung Galaxy Watch 42mm SM-R810 Midnight Black;5;Можно разговаривать за рулем, очень удобно.;;
Смарт-часы Samsung Galaxy Watch 42mm SM-R810 Midnight Black;5;;;Удобные часы.
Смарт-часы Samsung Galaxy Watch 42mm SM-R810 Midnight Black;5;Часы нормальные. Заряда хватает по факту на 1.5 дня.;Ремешок не очень.;Не жалею, что взял такие.
Смарт-часы Samsung Galaxy Watch 42mm SM-R810 Midnight Black;5;Отличный подарок, все хорошо и отлично работает.;Единственное, батарею можно было сделать помощнее.;
Смарт-часы Samsung Galaxy Watch 42mm SM-R810 Midnight Black;5;Очень классные часы, мне все понравилось.;;
Смарт-часы Samsung Galaxy Watch 42mm SM-R810 Midnight Black;5;;;Заряда хватает на 3 дня. Нормально.
Смарт-часы Samsung Galaxy Watch 42mm SM-R810 Midnight Black;5;Ништяк. Все, что я хотел получить. Просто, лаконично, поменял ремешок на кожу.;;
Смарт-часы Samsung Galaxy Watch 42mm SM-R810 Midnight Black;5;Өте жақсы. ;;
Смарт-часы Samsung Galaxy Watch 42mm SM-R810 Midnight Black;5;Часы хорошие!;;
Смарт-часы Samsung Galaxy Watch 42mm SM-R810 Midnight Black;5;Сағат жақсы. ;;
Смарт-часы Samsung Galaxy Watch 42mm SM-R810 Midnight Black;5;;;Все отлично.
Смарт-часы Samsung Galaxy Watch 42mm SM-R810 Midnight Black;1;;Во время звонка зависает.;
Смарт-часы Samsung Galaxy Watch 42mm SM-R810 Midnight Black;5;Очень удобные.;Батарейка быстро садится;Очень удобно на руках.
Смарт-часы Samsung Galaxy Watch 42mm SM-R810 Midnight Black;5;Очень удобно, когда нет возможности взять в руки смартфон;;
Смарт-часы Samsung Galaxy Watch 42mm SM-R810 Midnight Black;5;Хорошие часы.;;
Смарт-часы Samsung Galaxy Watch 42mm SM-R810 Midnight Black;4;Очень практичный. Очень удобный.;;
Смарт-часы Samsung Galaxy Watch 42mm SM-R810 Midnight Black;5;Өте сапалы, қатты ұнады;;
Смарт-часы Samsung Galaxy Watch 42mm SM-R810 Midnight Black;4;Ну в общем, часы супер, новые, запечатанные как положено. ;;Но обслуживание ужасное, никакого уважения к покупателю. Не рекомендую данный магазин!
Смарт-часы Samsung Galaxy Watch 42mm SM-R810 Midnight Black;5;Очень стильные и отличные часы, я очень довольна покупкой, спасибо;;
Смарт-часы Samsung Galaxy Watch 42mm SM-R810 Midnight Black;4;;;Заряд максимум 2 дня держат
Смарт-часы Samsung Galaxy Watch 42mm SM-R810 Midnight Black;5;Только положительные эмоции. Как всегда, Samsung лучший.;;Спасибо Каспи. Всё быстро, качественно.
Смарт-часы Samsung Galaxy Watch 42mm SM-R810 Midnight Black;5;Все нравится! Громкость звонков, слышимость - все супер. И вообще много функций;;
Смарт-часы Samsung Galaxy Watch 42mm SM-R810 Midnight Black;5;Качество супер. Мужу понравилось.;;Пока минусов не вижу
Смарт-часы Samsung Galaxy Watch 42mm SM-R810 Midnight Black;5;Очень крутые и удобные часы, рекомендую к покупке;;
Смарт-часы Samsung Galaxy Watch 42mm SM-R810 Midnight Black;5;Топ;;
Смарт-часы Samsung Galaxy Watch 42mm SM-R810 Midnight Black;5;Классные часы;;
Смарт-часы Samsung Galaxy Watch 42mm SM-R810 Midnight Black;4;;;Всем доволен. Одна смена вида циферблата чего стоит) Заряда не хватает надолго, но это не проблема. 
Смарт-часы Samsung Galaxy Watch 42mm SM-R810 Midnight Black;5;Очень крутые часы. Мужу понравился подарок, со всеми навороченными функциями заряда хватает на 3 целых дня. Без всяких программ, только часы и шагомер, хватает на 5-6 дней. В целом часы смотрятся очень круто. Хорошие часы, не зависают и не глючат. Оригинал. Спасибо Каспи за возможность порадовать родных подарками!;Минусов нет.;
Смарт-часы Samsung Galaxy Watch 42mm SM-R810 Midnight Black;5;Лучше, чем Apple Watch!;;Всем рекомендую!
Смарт-часы Samsung Galaxy Watch 42mm SM-R810 Midnight Black;5;Хорошие часы. Динамик и микрофон работают отлично.;Небольшие люфты на безеле.;Особой разницы между S3 и этими часами не почувствовал.
Смарт-часы Samsung Galaxy Watch 42mm SM-R810 Midnight Black;5;Все понравилось!;;
Смарт-часы Samsung Galaxy Watch 42mm SM-R810 Midnight Black;5;Практичные, удобные, стильные;Зарядки хватает на 1 день;В целом, отличный товар.
Смарт-часы Samsung Galaxy Watch 42mm SM-R810 Midnight Black;5;Суперские! ;;
Смарт-часы Samsung Galaxy Watch 42mm SM-R810 Midnight Black;5;Часы очень красивые и стильные. Всё устраивает. Ставлю 5;;
Смарт-часы Samsung Galaxy Watch 42mm SM-R810 Midnight Black;5;Отличные часы, мне понравились. Рекомендую;;
Смарт-часы Samsung Galaxy Watch 42mm SM-R810 Midnight Black;5;Муж в восторге! Замечательный гаджет!;;
Смарт-часы Samsung Galaxy Watch 42mm SM-R810 Midnight Black;5;Удобно.;;
